login_id,user_id,timestamp,country,city,user_agent,os,resolution,login_status,auth_method,is_anomaly
cd29a36f-2222-42e1-b4da-aebf1f115b76,user_002,2026-02-16 00:42:39.568682,GB,Rutherglen,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Windows,2560x1440,Success,Password,0
fce68504-87f8-424d-aae6-5fc176f2dbfe,user_002,2026-02-17 14:42:39.568682,GB,Rutherglen,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Windows,2560x1440,Success,Password,0
f335cba3-513a-4052-986f-90258f15ba58,user_002,2026-02-20 00:42:39.568682,GB,Rutherglen,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Windows,2560x1440,Success,Password,0
9cd6c852-714c-4df4-a434-7d51c1581092,user_003,2026-01-21 17:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
81392443-e45b-412e-b822-5688d0a44432,user_003,2026-01-23 17:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
8c41561b-e827-41b9-94a0-2e536d3ee1dc,user_003,2026-01-24 23:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
be6033f7-28be-4288-a5af-6e39722764e6,user_003,2026-01-26 16:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
425a609f-7337-4599-b984-4388dc8aee30,user_003,2026-01-29 00:42:39.568682,US,Gainesville,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",iOS,390x844,Success,Biometric,0
a33dc7af-d701-410d-bf4b-1a70c074718e,user_003,2026-01-30 21:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
8573e793-c715-42b9-840c-5d9146fde062,user_003,2026-02-01 11:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
464c04af-3d3f-4799-a072-95e97c0e8cd8,user_003,2026-02-03 02:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
49257af1-b6aa-405b-93d5-f2f7709b7d97,user_003,2026-02-03 17:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
51d87c64-55fa-4ab8-858f-1f193c07c574,user_003,2026-02-05 23:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
236c7b87-14a0-4ccb-8a47-6a87e49d681d,user_003,2026-02-07 22:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
b1a6b1f1-620e-49d3-bb33-f3d8269cd696,user_003,2026-02-10 12:42:39.568682,CN,Lake Jason,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),Bot,800x600,Failed,Password,1
8ae8905b-54b4-4482-a858-6eba6a34c854,user_003,2026-02-11 08:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
34f3193c-0ff0-455c-aa70-2e2f7746d0ba,user_003,2026-02-12 20:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
e7a37e81-63b4-408b-ab8e-869fd5385b0e,user_003,2026-02-14 05:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
b20dcb6e-f231-4f17-9586-3a76c51155ff,user_003,2026-02-15 13:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
c3fe0183-e172-4725-9b52-ca5805000bc6,user_003,2026-02-17 23:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
018267c4-7a1b-4806-a160-a6b49360715f,user_003,2026-02-20 02:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
c0e3befd-4c71-40fe-9a0c-dd7cf1578470,user_003,2026-02-20 07:42:39.568682,US,Gainesville,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",MacOS,2560x1440,Success,Password,0
f41402b1-e442-4ebb-9a7b-909563d62a39,user_004,2026-01-21 17:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
bf5d2fdf-89c8-42ab-ab44-fa8dd5f25073,user_004,2026-01-24 03:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
9a6ec2f5-ccc4-4903-8bcf-53a1bc10fa52,user_004,2026-01-25 19:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
382c043f-7cfc-4b79-b875-394ce5d6f6e6,user_004,2026-01-28 16:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
076e2bba-7c53-48bf-af92-f25e45df16b6,user_004,2026-01-30 02:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
addc3e13-ab3b-4d37-960c-95ee638c254c,user_004,2026-01-30 22:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
2a405f12-b963-437f-a781-4c1fcc530e36,user_004,2026-01-31 11:42:39.568682,CN,Calhounside,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59",Windows,1024x768,Failed,Password,1
978648f8-64de-42e6-a82c-7d7b06e745f9,user_004,2026-02-03 07:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
157d94a1-06f0-48ff-a9ba-5a27907bfe36,user_004,2026-02-04 06:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
dde9f863-22bd-4388-adb9-9102a48b3dbe,user_004,2026-02-06 12:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
42999aa4-0cdf-442b-ae85-cb217631de9d,user_004,2026-02-08 23:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
74672cd9-362f-4e5c-93cd-6268610cf373,user_004,2026-02-09 10:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
e1301617-c2df-4335-9666-6f9f53ac2ab9,user_004,2026-02-09 15:42:39.568682,GB,Inverness,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",iOS,390x844,Success,Biometric,0
f3821cfd-c083-473a-873b-d358610e6a64,user_004,2026-02-10 10:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,user_004,2026-02-10 23:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
bfc00dc8-04f6-4d86-b866-076514f7ce8d,user_004,2026-02-12 11:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
f3b1025b-fff9-4585-8d55-7b618a175dfe,user_004,2026-02-12 15:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
1190f938-a66f-47f7-b966-9fa759970043,user_004,2026-02-13 14:42:39.568682,GB,Inverness,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",iOS,390x844,Success,Biometric,0
0a4e5b70-a6d9-44a3-b510-ab53c7fee39f,user_004,2026-02-15 01:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
3f4df561-f319-4125-87f1-94f9c1156d6d,user_004,2026-02-15 11:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
9f0fda8d-0537-4ff6-96d7-b3b833094d35,user_004,2026-02-17 03:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
793b4c32-2050-4494-bd11-48022702878b,user_004,2026-02-18 20:42:39.568682,GB,Inverness,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",Android,1366x768,Success,Biometric,0
f2a03459-9060-4f62-9d48-a071ab61a7b1,user_005,2026-01-21 17:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
41992fdf-b310-42f0-b70c-779837cc863b,user_005,2026-01-24 01:42:39.568682,RU,Garyville,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),Bot,800x600,Failed,Password,1
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,user_005,2026-01-24 18:42:39.568682,AU,Nowra,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",iOS,390x844,Success,Biometric,0
0692dc63-9424-4ed5-9bac-5c154fa03f26,user_005,2026-01-25 09:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
ad66a1bd-9367-4a02-8fdc-6e1bedcb8cb6,user_005,2026-01-25 23:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
658b2523-6014-4de9-b54a-d0a2e87466d7,user_005,2026-01-26 10:42:39.568682,AU,Nowra,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",iOS,390x844,Success,Biometric,0
13748146-32c5-4d89-b70b-3420f1043785,user_005,2026-01-28 07:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,user_005,2026-01-29 00:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
c5c14eb4-b27b-4d90-9a16-342c3e2b6091,user_005,2026-01-30 06:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
99b49350-af2b-49b4-99ac-d1584d3485c5,user_005,2026-02-01 00:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
fbdd3933-cbd5-4bf6-9efd-76e9ce3714af,user_005,2026-02-02 11:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
58e25888-0a83-41be-885a-ca4690e0f4a0,user_005,2026-02-03 13:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
5eddbbbf-a959-4663-adaa-2e688861fe18,user_005,2026-02-04 06:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
575aed2c-a5c5-450c-8186-a57611a72609,user_005,2026-02-06 13:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
d284476c-6b88-483d-997d-c9cd033d2bce,user_005,2026-02-07 02:42:39.568682,CN,Garciastad,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Windows,1024x768,Failed,Password,1
75b17a55-d426-4982-a43e-4288a2b5b498,user_005,2026-02-07 12:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,user_005,2026-02-09 22:42:39.568682,AU,Nowra,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Windows,390x844,Success,Password,0
