login_id,user_id,mouse_velocity_px_sec,avg_keystroke_delay,session_entropy,tab_switch_count
d92c9227-eadf-4085-bfcb-75468eb22579,user_002,154,0.1477,0.61,3
cd29a36f-2222-42e1-b4da-aebf1f115b76,user_002,425,0.1743,0.77,8
fce68504-87f8-424d-aae6-5fc176f2dbfe,user_002,422,0.1438,0.73,0
f335cba3-513a-4052-986f-90258f15ba58,user_002,212,0.092,0.86,4
9cd6c852-714c-4df4-a434-7d51c1581092,user_003,487,0.1252,0.9,1
81392443-e45b-412e-b822-5688d0a44432,user_003,323,0.1353,0.75,9
8c41561b-e827-41b9-94a0-2e536d3ee1dc,user_003,302,0.166,0.79,9
be6033f7-28be-4288-a5af-6e39722764e6,user_003,245,0.1777,0.9,10
425a609f-7337-4599-b984-4388dc8aee30,user_003,189,0.1965,0.85,2
a33dc7af-d701-410d-bf4b-1a70c074718e,user_003,282,0.1685,0.84,7
8573e793-c715-42b9-840c-5d9146fde062,user_003,173,0.1544,0.63,1
464c04af-3d3f-4799-a072-95e97c0e8cd8,user_003,251,0.1184,0.76,7
49257af1-b6aa-405b-93d5-f2f7709b7d97,user_003,443,0.1777,0.83,5
51d87c64-55fa-4ab8-858f-1f193c07c574,user_003,371,0.1622,0.67,4
236c7b87-14a0-4ccb-8a47-6a87e49d681d,user_003,344,0.2041,0.9,5
b1a6b1f1-620e-49d3-bb33-f3d8269cd696,user_003,5869,0.005,0.1,0
8ae8905b-54b4-4482-a858-6eba6a34c854,user_003,267,0.1524,0.91,4
34f3193c-0ff0-455c-aa70-2e2f7746d0ba,user_003,346,0.1159,0.83,0
e7a37e81-63b4-408b-ab8e-869fd5385b0e,user_003,302,0.0718,0.63,3
b20dcb6e-f231-4f17-9586-3a76c51155ff,user_003,319,0.1504,0.6,5
c3fe0183-e172-4725-9b52-ca5805000bc6,user_003,281,0.1319,0.68,1
018267c4-7a1b-4806-a160-a6b49360715f,user_003,226,0.1463,0.87,2
c0e3befd-4c71-40fe-9a0c-dd7cf1578470,user_003,383,0.1242,0.72,3
f41402b1-e442-4ebb-9a7b-909563d62a39,user_004,117,0.1754,0.64,1
bf5d2fdf-89c8-42ab-ab44-fa8dd5f25073,user_004,646,0.3,0.7,1
9a6ec2f5-ccc4-4903-8bcf-53a1bc10fa52,user_004,328,0.2895,0.9,10
382c043f-7cfc-4b79-b875-394ce5d6f6e6,user_004,354,0.3207,0.83,3
076e2bba-7c53-48bf-af92-f25e45df16b6,user_004,233,0.3248,0.78,0
addc3e13-ab3b-4d37-960c-95ee638c254c,user_004,201,0.2302,0.75,8
2a405f12-b963-437f-a781-4c1fcc530e36,user_004,7778,0.005,0.1,0
978648f8-64de-42e6-a82c-7d7b06e745f9,user_004,409,0.2651,0.74,10
157d94a1-06f0-48ff-a9ba-5a27907bfe36,user_004,356,0.26,0.78,3
dde9f863-22bd-4388-adb9-9102a48b3dbe,user_004,108,0.2458,0.83,10
42999aa4-0cdf-442b-ae85-cb217631de9d,user_004,105,0.2807,0.62,1
74672cd9-362f-4e5c-93cd-6268610cf373,user_004,401,0.2868,0.86,1
e1301617-c2df-4335-9666-6f9f53ac2ab9,user_004,363,0.2434,0.66,2
f3821cfd-c083-473a-873b-d358610e6a64,user_004,328,0.2431,0.88,4
d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,user_004,282,0.2933,0.62,9
bfc00dc8-04f6-4d86-b866-076514f7ce8d,user_004,298,0.2793,0.84,1
f3b1025b-fff9-4585-8d55-7b618a175dfe,user_004,179,0.2956,0.69,7
1190f938-a66f-47f7-b966-9fa759970043,user_004,283,0.2048,0.79,10
0a4e5b70-a6d9-44a3-b510-ab53c7fee39f,user_004,207,0.323,0.69,1
3f4df561-f319-4125-87f1-94f9c1156d6d,user_004,246,0.3055,0.94,6
9f0fda8d-0537-4ff6-96d7-b3b833094d35,user_004,332,0.2843,0.63,7
793b4c32-2050-4494-bd11-48022702878b,user_004,375,0.298,0.82,7
f2a03459-9060-4f62-9d48-a071ab61a7b1,user_005,292,0.2311,0.86,8
41992fdf-b310-42f0-b70c-779837cc863b,user_005,4005,0.005,0.1,10
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,user_005,211,0.3016,0.77,0
0692dc63-9424-4ed5-9bac-5c154fa03f26,user_005,320,0.1965,0.9,6
ad66a1bd-9367-4a02-8fdc-6e1bedcb8cb6,user_005,309,0.1785,0.82,6
658b2523-6014-4de9-b54a-d0a2e87466d7,user_005,149,0.1128,0.7,5
13748146-32c5-4d89-b70b-3420f1043785,user_005,206,0.1926,0.63,3
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,user_005,310,0.1512,0.76,6
c5c14eb4-b27b-4d90-9a16-342c3e2b6091,user_005,361,0.2694,0.9,1
99b49350-af2b-49b4-99ac-d1584d3485c5,user_005,440,0.1968,0.61,5
fbdd3933-cbd5-4bf6-9efd-76e9ce3714af,user_005,283,0.28,0.62,4
58e25888-0a83-41be-885a-ca4690e0f4a0,user_005,307,0.284,0.76,8
5eddbbbf-a959-4663-adaa-2e688861fe18,user_005,394,0.2455,0.6,3
575aed2c-a5c5-450c-8186-a57611a72609,user_005,366,0.225,0.83,9
d284476c-6b88-483d-997d-c9cd033d2bce,user_005,7707,0.005,0.1,5
75b17a55-d426-4982-a43e-4288a2b5b498,user_005,334,0.3614,0.89,6
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,user_005,396,0.2499,0.67,4
a6846099-f729-4951-8591-31d2bbda0242,user_005,401,0.3161,0.83,7
eb6c1016-cee6-44d0-9dac-6e8345241ea6,user_005,292,0.131,0.65,3
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,user_005,226,0.1276,0.73,8
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,user_005,430,0.118,0.61,9
3ed8c56c-da09-4fa0-9282-8d8044b591f7,user_005,173,0.1611,0.87,3
4767d76c-162f-4a24-af43-613cd4aac9a3,user_005,226,0.2126,0.92,0
c01f36bf-3e6d-458b-b367-c28de1b294de,user_006,396,0.2186,0.9,2
ab0e664e-9c3e-42d5-91e1-aa9676f72255,user_006,352,0.2383,0.85,9
7e8adee7-0758-4201-961e-16d16105716b,user_006,286,0.3064,0.94,8
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,user_006,368,0.2301,0.68,8
4223623b-cc3e-4dde-9ad5-cf06364d7c87,user_006,300,0.1933,0.66,5
989d9d4a-e15c-4666-8797-b2c957207246,user_006,85,0.2655,0.9,1
8e485223-46b9-4991-a14e-b70db380c73a,user_006,88,0.2051,0.71,2
30e912f2-f2b4-4abf-8441-aefd0299436a,user_006,210,0.1034,0.94,9
680bac63-b856-4035-bdc9-829015eabb27,user_006,279,0.1794,0.7,2
3d85de89-c217-4429-8e20-07247d137018,user_006,500,0.1587,0.8,2
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,user_006,108,0.2251,0.77,5
046a0df5-cafd-4613-b2bb-912d7da67785,user_006,228,0.1521,0.63,10
6786d506-38ba-4abc-8b53-05e517d2582e,user_006,409,0.2123,0.72,1
a9f948b2-4e63-44bb-be49-3f43b118f68d,user_006,381,0.2334,0.77,6
8db06746-7927-4973-9e78-1fd794e0d3ba,user_006,211,0.2493,0.8,10
ff233d5f-6ced-415d-9800-7c0287ea7ff5,user_006,433,0.2507,0.61,4
5a104129-54ae-4d1b-8ce6-424dbef59fe6,user_006,324,0.1921,0.63,1
4e7ed827-455a-4762-b428-a656b3ee4d3b,user_006,304,0.2156,0.83,9
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,user_006,448,0.2771,0.84,8
be2d740a-1e9b-43bc-90c7-c006314d3441,user_006,270,0.201,0.8,7
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,user_006,436,0.182,0.83,9
bd1531c8-3764-4bda-b108-d4482f65fafa,user_006,241,0.2492,0.94,7
96ef2ad6-b97e-4703-86c8-adfe7bf47042,user_007,459,0.3583,0.69,10
98c7472a-864e-4a13-829c-fc0cfa02eaec,user_007,480,0.2596,0.76,4
d52721e7-19bc-443e-bb02-bebb48729a4d,user_007,351,0.3014,0.65,10
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,user_007,437,0.3214,0.86,3
b540b30e-039f-4a25-8d61-68bd2defe193,user_007,245,0.259,0.79,7
0ba6eab9-4639-447b-a067-bdac88bd13d1,user_007,232,0.2914,0.61,9
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,user_007,330,0.3176,0.66,2
a34b6cf6-2053-4a42-b1af-db65b289f224,user_007,514,0.3215,0.84,3
1a432f0a-7daa-49f0-80b6-fce2de53790a,user_007,424,0.3031,0.88,1
48ca7651-92f5-4f7b-8323-d342df6a8f93,user_007,405,0.1811,0.92,0
5738811d-70c2-403f-ba8d-03aa782a65e0,user_007,281,0.2861,0.81,1
40a26c60-0d27-4659-b72a-da9b2f32751e,user_007,295,0.3332,0.91,6
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,user_007,357,0.3008,0.66,6
7de31a51-6694-4343-90ba-58e3d2762bdc,user_007,332,0.2692,0.72,3
afbb411a-a123-4a8c-93b7-a88612f70c97,user_007,327,0.3045,0.89,4
cfa701cd-2631-400b-a6d7-94d30db95301,user_007,153,0.3002,0.94,3
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,user_007,157,0.3017,0.86,9
8edddfcd-1e52-4770-bf89-7142fe716b14,user_007,136,0.2909,0.77,8
989bc4da-9b37-422b-aa8a-616fc3b290d0,user_008,255,0.1804,0.85,6
c693da11-39c6-41ca-9e50-aa42ca6dfda1,user_008,226,0.2581,0.67,3
e893be3d-7354-4a6f-a160-745985c7504b,user_008,360,0.2277,0.67,5
96a9954f-dc33-41f9-8c1f-55ab715629ee,user_008,383,0.1701,0.77,7
9191b363-4e2d-4645-adc7-cac7fd72b050,user_008,318,0.1701,0.66,4
f5c9b047-9c10-4572-8f6b-40d09efba58b,user_008,364,0.1605,0.87,3
c342bd2b-f295-456e-9967-5f06bd767e35,user_008,337,0.1957,0.61,10
43bfd931-3605-4f54-a021-c0ca3531968d,user_008,219,0.2423,0.6,4
3d67cde9-2834-44c0-94c8-b3b4a911d192,user_008,408,0.308,0.72,4
2812859a-1337-439e-8d4f-5d272c7f0b79,user_008,200,0.2027,0.64,8
b07aa066-7354-45ea-a894-9b8d00af5b3a,user_008,261,0.1539,0.62,4
085b15fb-4a8f-4810-b84c-2f29980402a2,user_008,315,0.2057,0.67,8
48603b32-b4fb-4eb9-89c1-3de73b4206c5,user_008,267,0.2015,0.85,10
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,user_008,378,0.3025,0.86,9
43b9da13-ec85-4f37-bbc1-a987aff8754d,user_008,80,0.3223,0.77,10
96fc734d-a003-4d28-8a8f-3653c9af18f8,user_008,285,0.2511,0.66,1
32a447b2-ef04-457d-8dcc-c33aa9434aa0,user_008,176,0.2292,0.92,10
398d1ca6-8b68-40b5-9d61-fac36cd5e859,user_009,300,0.3341,0.71,5
44007d5a-e88d-4719-a624-2b40a5cb63a2,user_009,237,0.3131,0.62,10
0f44704f-1247-4a4e-a469-98e8d39e198b,user_009,136,0.1841,0.73,4
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,user_009,224,0.2853,0.74,9
ebd34616-91b7-4d8e-9301-6989bfbbb17f,user_009,328,0.401,0.82,2
77fc9703-1fd5-4423-b06c-5c5649e2623d,user_009,230,0.2876,0.87,9
670acc5c-b321-4f21-8dd8-eb85b04d3376,user_009,337,0.3953,0.75,6
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,user_009,214,0.2827,0.93,5
9918ee46-1497-4658-b010-f7197e695d0d,user_009,214,0.2819,0.84,5
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,user_009,182,0.3567,0.62,0
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,user_009,246,0.3402,0.72,10
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,user_009,241,0.3338,0.93,6
964db03f-9340-4fad-9c4a-d56bd6016237,user_009,55,0.2253,0.78,1
c3c75611-ffe3-4a49-854f-92fff366bad4,user_009,190,0.2972,0.87,9
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,user_009,169,0.2391,0.61,1
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,user_009,28,0.3061,0.65,10
7135f221-a6c9-437f-84da-d06a7872bdeb,user_009,173,0.2401,0.81,2
ff37d19c-2e76-428b-8735-44f9ea83bf00,user_009,175,0.307,0.7,1
d0725b5c-a281-4044-af96-288295d82980,user_009,236,0.3354,0.94,5
785299f4-175b-498d-b814-01027de1bdfe,user_009,226,0.3575,0.72,0
5230dfbd-5553-42fe-a889-803e5913f9d3,user_009,189,0.326,0.65,1
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,user_009,429,0.3234,0.76,4
7ed70ed7-b194-490b-a961-929e546e035a,user_009,483,0.3467,0.9,5
668409e3-f1f8-443e-a99f-131849c8a43f,user_009,226,0.2855,0.62,2
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,user_009,246,0.3511,0.86,5
409d3602-5084-4242-968b-1625746f7891,user_009,129,0.2613,0.89,7
c5c5b37a-f85e-46a1-9dad-09b252c21221,user_009,340,0.3485,0.62,2
d32e6dcd-83bc-4478-9d6a-c7b86778043b,user_010,426,0.2301,0.66,6
de8ede0b-a85c-4e4a-804b-6fabfcf56188,user_010,341,0.1689,0.91,7
0de051a6-69ca-47d2-b644-14fd8ae769ed,user_010,6361,0.005,0.1,9
71299889-a01a-4992-bf9d-3e64c1a6423b,user_010,290,0.18,0.63,10
445dcc38-341c-4494-8d36-6dfcc28ebd70,user_010,441,0.19,0.91,9
49bc473f-ed7b-4656-a18a-15368c99a894,user_010,196,0.1834,0.77,2
7c16128d-b2c0-4394-a17f-29e170286046,user_010,508,0.1312,0.78,8
a14923c2-f920-464c-8763-fcd01f15c7b6,user_010,274,0.1108,0.8,1
b5b453ca-3d42-493c-8c9f-d3349bdf0377,user_010,132,0.1469,0.61,6
03802b70-8d03-491e-8f8d-5238288b78b5,user_010,418,0.2596,0.94,10
3985fb62-17dc-4eff-a872-13f98d605936,user_010,273,0.0861,0.72,0
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,user_010,291,0.1914,0.77,10
a5d04d53-1e12-42e3-b272-92b6762172ed,user_010,361,0.1433,0.6,5
eec259dc-7f95-497c-a76a-a6ced50755d9,user_010,412,0.2075,0.66,2
b495db4e-8245-4fb4-8ab7-706eb77350ca,user_010,247,0.1485,0.68,3
7b85179a-d5b0-47e0-aa5d-932b45ff2c83,user_010,206,0.1427,0.84,1
74eff545-3e65-4603-b8e3-654bfaf14ff0,user_010,365,0.2511,0.79,0
30cbd755-6232-417a-a507-41818d1fb540,user_010,296,0.1585,0.92,9
bf0d073d-821c-4336-9970-cf60ebff8d15,user_010,217,0.1942,0.81,5
11df12d7-dd30-4e89-a2f2-35f2e11b868d,user_011,195,0.3604,0.7,5
dabac50d-ca3d-4859-85ce-099c46b82659,user_011,409,0.3805,0.91,8
c9a7d91f-ef2a-4713-9702-10496a39aaa6,user_011,111,0.4142,0.67,9
00a81de9-d20f-47d0-8465-6d6b81fb18b3,user_011,514,0.2362,0.94,8
d664d264-4c6e-47ff-b9de-7a3a486822b9,user_011,324,0.337,0.8,9
a8f1e091-ffb8-402d-9475-dbc996418ced,user_011,356,0.2994,0.88,8
7250ee18-260a-4962-9d81-b7f57d5911c6,user_011,236,0.3325,0.69,2
551ac8ea-585a-4afa-bbfd-cc1289e06ab3,user_011,310,0.3501,0.7,8
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,user_011,172,0.3335,0.86,3
de9e3757-5260-401e-aecf-67d2749176f4,user_011,422,0.2672,0.7,10
3d225c30-b28f-41de-bb14-0bc3304b8590,user_011,262,0.3105,0.84,8
db23aa8c-3bca-4f85-a20a-60ac9261549d,user_011,373,0.3643,0.9,7
517400f8-0b2c-482a-a928-8e92c68a152f,user_011,311,0.1899,0.81,3
e9d68f23-b489-4070-b914-f8a8bea4ff31,user_011,259,0.3306,0.78,6
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,user_011,386,0.2848,0.69,5
a6eab79e-d21c-42f8-8ada-4f80a9e782d4,user_011,261,0.3205,0.87,10
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,user_011,348,0.3896,0.78,2
f72169bb-8096-4718-a051-acef097a1e10,user_011,411,0.3515,0.74,5
19b17e80-dea4-4e17-94fd-9ad39716108e,user_012,453,0.2215,0.93,9
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,user_012,370,0.2166,0.68,10
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,user_012,189,0.1538,0.64,4
def57689-68f4-4bce-a4e7-5e8eb8f21423,user_012,400,0.1885,0.73,8
1327f1bc-2784-478f-b84f-16b3a79fbfaf,user_012,345,0.2328,0.78,1
43d88870-f81d-4aa1-8812-0a8e78308930,user_012,321,0.2055,0.67,10
65c17795-b155-46bc-9f8d-ed9756abf2f1,user_012,355,0.323,0.89,6
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,user_012,4300,0.005,0.1,0
9e11d2cd-0930-4ef6-8a80-068ddf547e50,user_012,343,0.2397,0.76,6
af34cf65-a193-44b2-bc19-e71d118405ad,user_012,199,0.1893,0.82,9
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,user_012,223,0.3037,0.92,1
fa745761-6f18-4108-9723-199dbf2c14a0,user_012,169,0.2306,0.92,6
b4323070-a23d-4c2f-82a7-96891933918c,user_012,360,0.2408,0.65,6
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,user_012,353,0.2481,0.94,10
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,user_012,262,0.2472,0.64,0
0e5dd462-cbd0-4ef2-930a-37df0bc61066,user_012,356,0.258,0.92,5
6e417d47-5ff5-45ea-9bc4-40f14b1a269b,user_012,416,0.2705,0.82,4
697c3923-87fa-441a-be83-b91f25440fe0,user_012,412,0.2097,0.83,1
2e183554-cae2-4e66-ae8a-781390e0a95b,user_012,429,0.1681,0.77,5
9c07a751-1437-4509-acd1-586a2b840c67,user_012,586,0.2055,0.92,5
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,user_012,225,0.1883,0.8,5
9549c931-e9af-499d-bf67-1eec3da70577,user_012,349,0.2651,0.86,6
a34db7c5-760d-4bbb-bb70-b3a124a35cf2,user_012,121,0.1741,0.77,7
aab612c9-415d-474a-b5a6-69814104a8b5,user_013,453,0.2004,0.81,4
771ad655-cdfc-4ee0-a61e-de900267deb3,user_013,355,0.2634,0.63,1
8beddb12-ad77-482f-89a2-3a89e6b5a92c,user_013,211,0.1889,0.87,3
f1faf665-7115-43f3-92e8-9d1028711733,user_013,326,0.2632,0.74,9
4c955f6a-966b-4964-bcd6-bdca5876fd09,user_013,173,0.1891,0.78,10
b0b862ef-6c9f-42b9-b647-8986a3917c99,user_013,350,0.2123,0.66,9
4d57d880-d865-469a-b4f3-310340066ff2,user_013,440,0.2279,0.73,3
da743152-627b-41a1-bfd6-f23232ffe294,user_013,317,0.1857,0.67,5
61a11729-3cb9-4350-9b4d-a0fe7bb38605,user_013,424,0.2391,0.83,1
4bbe4aff-9326-4ffd-9be4-bf5192698698,user_013,314,0.1656,0.79,2
059dd55d-4b94-4e30-b303-f438fe2110d0,user_013,191,0.2307,0.63,4
6553867d-a881-4fd3-947d-577bfa5a91ca,user_013,317,0.2267,0.9,7
dd750e98-90e0-495f-8212-b554464458b4,user_013,252,0.1843,0.66,1
f93e08d5-bea2-4dfe-873f-6e1baf908e3c,user_013,451,0.1585,0.81,1
bec39a37-9b3d-44bd-a91e-314e0c8e29e3,user_013,209,0.1724,0.77,3
e726be23-e776-4886-9534-ee1d7f2984f5,user_013,6099,0.005,0.1,0
3810ae66-5a31-44cc-8d4b-69a99b689c88,user_013,283,0.1171,0.74,9
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,user_013,323,0.1958,0.81,7
c478f6f1-b88e-4318-816d-83edad81f8bd,user_013,382,0.1647,0.89,2
2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,user_014,277,0.1709,0.62,6
a0a11839-e745-4704-98df-bc3ca0d4de3d,user_014,420,0.2668,0.78,6
c9e26074-4f16-49a0-8a17-991ea5769411,user_014,291,0.2774,0.61,8
5d678bb1-945e-42e4-888a-93ec70d9c9f8,user_014,344,0.1826,0.81,0
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,user_014,270,0.2923,0.75,7
6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,user_014,402,0.2999,0.87,1
c958e75e-21d5-4971-b367-49b52cf6bf75,user_014,313,0.2866,0.86,0
5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,user_014,189,0.4025,0.88,6
45c45a3e-e9da-484a-8075-9f1f87e5f0fe,user_014,466,0.2012,0.9,6
e9ff1cae-41c8-4a8c-aa1f-955ad499da99,user_014,229,0.3061,0.67,8
f7a67b94-7b5a-411a-b1b6-4afed31edf1a,user_014,88,0.3595,0.95,9
ded255d0-bf1e-4366-8b8e-63d4ce7607ad,user_014,230,0.2557,0.83,3
77e490c7-1d7b-4313-8de2-2f1c56b60afc,user_014,401,0.2125,0.88,8
c1101266-2408-46dc-9346-d1a9f6802cdb,user_014,243,0.2839,0.77,9
ad238d36-dc32-4c97-b9c1-e262f76c8ede,user_014,330,0.231,0.61,6
65bcc272-fadd-4ea3-aca5-e2fdb966442a,user_014,593,0.1993,0.93,2
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,user_014,364,0.2498,0.67,9
6502d6a2-ca6a-4224-971e-16cc5da36f1b,user_014,458,0.3598,0.73,10
1fa382e8-895c-4d99-83b3-8eb403902c5d,user_014,384,0.2351,0.72,6
bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,user_014,5165,0.005,0.1,8
78b2b549-3bdb-409e-acc2-16a01bbc91f7,user_014,367,0.3079,0.93,9
f1738856-e25d-46eb-9e9a-9f83066803ee,user_015,438,0.0732,0.78,5
9c2e58de-ea4e-4617-93f8-382b8fb864e4,user_015,320,0.2024,0.8,7
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,user_015,435,0.2028,0.84,9
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,user_015,324,0.2562,0.95,10
1dde7969-6886-43db-a634-8e784d5c55c7,user_015,372,0.1612,0.6,4
0986bbeb-f23e-423d-8b9b-d93423c86d30,user_015,430,0.0181,0.63,2
1dba1267-7e1c-45a1-bef5-18a64dead645,user_015,408,0.1474,0.93,10
899ca782-e323-4d1a-bc1b-dacc18e19331,user_015,349,0.0295,0.69,3
5efa9c5b-7421-4f46-a37e-4b0122bae10e,user_015,257,0.2164,0.92,10
b24cc64f-be3e-4e57-b30a-9e32aba4fc03,user_015,162,0.1478,0.71,9
965befdf-6b4b-4411-8a4a-0e2df22b5b98,user_015,320,0.2175,0.8,0
e2aa7a5d-278e-400d-ba02-66efbe055787,user_015,301,0.1244,0.72,10
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,user_015,378,0.0783,0.84,0
f065c817-687a-4850-9d9b-62317d45d8ef,user_015,375,0.2246,0.69,8
b0b63bcf-0860-4833-879d-0cdaf396ea37,user_015,282,0.1255,0.66,6
71d79665-7181-4dcf-b79e-fc6e5edb0d3c,user_015,412,0.1324,0.76,9
5cd8fe1a-dafe-48a9-bc71-e0bef3579560,user_015,398,0.1455,0.88,8
5e09a9ee-af88-4dec-bb1e-143b196f4dfa,user_015,491,0.1458,0.77,0
a5135ea0-fa53-434d-a6d5-901d8b621d41,user_015,186,0.078,0.78,5
46a02a9b-65ec-4acd-8f80-35f55bd20c98,user_015,271,0.0889,0.62,4
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,user_016,425,0.3728,0.73,8
1777e8cb-7468-4b98-92fe-2fded918b3e5,user_016,392,0.3448,0.72,10
a3b5cece-a446-4e72-b64c-911aa9ab364a,user_016,297,0.2842,0.72,10
0cf2b69b-0577-4ea9-b899-924698de8ebb,user_016,357,0.3232,0.7,10
fd235def-3e5a-47e3-9560-db22c96b5edb,user_016,249,0.335,0.74,1
34885a46-9088-4eaf-8977-6598203c8c25,user_016,302,0.4204,0.85,9
8de08fc2-c3e1-4a85-946e-f10411906f50,user_016,369,0.3825,0.74,2
d0243d72-3748-467f-961d-33ba350843f0,user_016,391,0.3845,0.67,6
c63d04ee-541c-4a86-bba5-cd2fdea45c19,user_016,474,0.3291,0.74,1
989240ac-e689-43a9-89e4-8e8c25c61c45,user_016,159,0.3561,0.71,3
fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,user_016,200,0.3304,0.61,10
